乘隙,顺便
日间,白日
应承,应允
儒雅,温柔
时运不济,生不逢时
各式,各种
蜚语,流言
惭愧,羞惭
跟随,随从
别开生面,独出新裁
损耗,消费
缄默,默然
千里迢迢,不远千里
南方,南边
草率,莽撞
不惑之年,人到中年
实力,能力
玉容,美貌
貌是心非,貌是情非
防地,防线
兄死弟及,兄终弟及
太平,宁靖
中午,午时
震撼,颠簸
凌乱,错落
拆字,测字
生日,诞辰
顺人应天,顺天应人
界线,领域
停辛伫苦,停辛贮苦
繁衍,繁殖
好汉,勇士
艰苦,疾苦
周身,全身
遭罪,受罪
釜底游鱼,瓮中之鳖
鼎力,大力
富饶,富庶
杀一儆百,惩前毖后
以卵投石,以卵敌石
足不出户,足不窥户
冷莫,疏远
回肠荡气,沁人肺腑
法式,轨范
偃旗卧鼓,偃旗息鼓
记念,庆贺
扮演,表演
夷易,平易
会谈,商谈
微风,徐风
聊天,闲谈
沃腴,肥美
不避汤火,赴汤蹈火
飞扬,飞腾
交谈,扳谈
仇恨,气愤
涉猎,阅读
随即,立刻
溃退,败退
登记,立案
修理,修茸
一无可取,一团漆黑
骑马寻马,骑马找马
相背,相悖
勘探,勘测
积年累月,穷年累月
帮手,辅佐
干枯,干瘪
劈头,迎面
钟鸣鼎食,鼎食鸣钟
伸展,蔓延
孳乳,生息
心浮气盛,心高气傲
以火救火,负薪救火
厉兵秣马,励兵秣马
贵宾,嘉宾
人工,人造
尽职,尽责
雄健,雄浑
简明,精练
搭客,旅客
搞定,解决
避影匿形,避影敛迹
寻根问底,穷根究底
然而,但是
仲裁,评断
欺侮,污辱
修炼,修齐
故土,故乡
签署,签定
讨论,探讨
露水,露珠
蜂屯蚁杂,蜂屯蚁聚
乖谬,荒诞
青黄不接,青黄未接
前倨后恭,前倨后卑
预订,预约
比拟,相比
横亘,绵亘
咕哝,嘀咕
围魏救赵,围城打援
柔肠寸断,柔肠百结
三皇五帝,不祧之祖
横科暴敛,横赋暴敛
树怨,结怨
各位,诸君
童稚,童趣
恫吓,恐吓
热切,迫切
东拼西凑,东挪西借
富人,富豪
会商,谈判
旗号,旗帜
话别,道别
恻隐,同情
入寇,犯境
冗词赘句,废话连篇
牛角挂书,韦编三绝
满城风雨,甚嚣尘上
讥笑,讥讽
指日可待,计日可待
獐头鼠目,蛇头鼠眼
冲荡,飞漱
天荒地老,荆天棘地
骄侈暴佚,骄侈淫虐
普及,普遍
眼力,眼光
早晚,晨夕
客岁,去年
炽烈,酷热
蛛丝马迹,马迹蛛丝
洞穴,穴洞
划一,齐整
伶牙俐齿,俐齿伶牙
损伤,损害
被褐怀玉,被褐怀珠
斩钉截铁,直截了当
援军,救兵
枯荣,盛衰
白璧无瑕,瑕不掩瑜
幻化,变换
傍人篱壁,傍人门户
覆盖,笼盖
余恨,遗恨
言无不尽,犯言直谏
柔嫩,优柔
击中要害,拊背扼喉
潜藏,躲藏
事不关己,无关痛痒
今天,此日
气味,气息
汹涌,澎湃
仁政,善政
自尊,自爱
恩断义绝,花残月缺
不欺屋漏,不愧屋漏
孕珠,妊娠
寥寥可数,屈指一算
党首,首领
追善,追荐
少小,幼年
异卉奇花,异草奇花
宁神,安心
杯水车薪,人浮于事
粗陋,简陋
今天,这日
纠结,郁结
不折不扣,原原本本
开疆展土,开疆拓宇
探听,探问
深入,深切
亲身,亲自
中伤,造谣
代为说项,代人说项
哆嗦,吓飒
敲诈,诓骗
河山,疆土
大凡,普通
放入,纳入
利市,顺手
兴旺,兴隆
剖心析胆,剖心析肝
繁忙,劳碌
掩目捕雀,掩耳盗铃
腐烂,靡烂
微不足道,蝇头小利
神速,迅疾
以疏间亲,疏不间亲
杀绝,消逝
辩驳,驳斥
彼岸,此岸
内疚,忸怩
分权,均权
珍惜,珍藏
五花八门,千变万化
像模像样,有模有样
家喻户晓,尽人皆知
扯谎,说谎
沿用,沿袭
入狱,坐牢
不打自招,图穷匕见
修旧利废,修旧起废
抛荒,疏弃
阴险,恶毒
父老,尊长
隐姓埋名,遮人耳目
开通,灵通
早安,晨安
停业,休业
酬报,酬谢
懂得,理会
足够,有余
大旨,主题
公正,平允
即位,登基
小品,随笔
梦话,梦呓
先河,肇基
陆离斑驳,斑驳陆离
弱肉强食,胜者为王
一些,少许
热情,热诚
佹得佹失,有得有失
俭朴,简谱
一索得男,一索成男
公不离婆,唇不离腮
付之一炬,付之丙丁
升平,宁靖
韫椟而藏,韫椟藏珠
子虚,作假
戒指,适度
发蒙,启蒙
启事,缘起
胡作乱为,胡作非为
闻达,贵显
才能,才情
谬论,浅见
请安,致意
公不离婆,秤不离砣
收集,征求
嘶哑,沙哑
群集,蚁合
假如,如若
前进,挺近
不苟言笑,言笑不苟
言简意该,言简意赅
有头无尾,有始无终
和顺,温和
神魂飞越,神魂颠倒
奔轶绝尘,奔逸绝尘
要求,条件
生成,天生
三贞九烈,三贞五烈
疲乏,无力
强健,痴肥
鬼瞰其室,鬼瞰高明
住屋,室庐
好看,排场
乞请,肯求
勾引,串通
抵偿,赔偿
战斗,战役
同学,同砚
惩恶扬善,褒善贬恶
千真万确,无庸置辩
白嫩,白皙
游蜂戏蝶,游蜂浪蝶
摔倒,颠仆
民殷国富,国富民强
握云拿雾,握雾拿云
气壮理直,理直气壮
河东狮吼,季常之惧
桀傲不恭,桀骜不恭
不敢告劳,勤勤恳恳
米珠薪桂,桂薪玉粒
杀戮,屠戮
孤注一掷,铤而走险
真凭实据,铁证如山
视察,游览
飞刍挽粒,飞刍挽粟
必需,必须
凑合,拼集
积年累月,积岁累月
烧琴煮鹤,煮鹤烧琴
耳闻则诵,耳熟能详
以夷制夷,借刀杀人
虚无飘渺,空中楼阁
呐喊,高唱
运乖时蹇,运拙时乖
兼包并容,兼容并包
重义轻生,重气轻生
家世,门第
头重脚轻,虎头蛇尾
兵无常势,赌彩一掷
不寒而栗,胆颤心惊
清丽,清朗
吊尔郎当,玩世不恭
淡雅,清雅
东藏西躲,东躲西藏
后继无人,后继有人
无名之朴,无名之璞
恍恍惚惚,迷迷糊糊
安置,安设
两虎相斗,两败俱伤
刁恶,邪恶
旁征博引,旁求博考
栖息,栖身
星驰电发,星驰电走
肉体,躯壳
怀孕,怀胎
沾亲带友,沾亲带故
局促,狭窄
事先,事前
操心,担忧
崇论吰议,真知灼见
火树银花,灯火辉煌
奇耻大辱,卑躬屈膝
单据,票据
年富力强,风华正茂
言外之意,字里行间
经营,策划
同亲,同乡
兑现,实现
无地自容,无处藏身
含冤,抱屈
决一雌雄,鹿死谁手
卖剑买牛,买牛卖剑
积德,行善
胸宇,度量
歪风邪气,歪门邪道
特有,独特
惋惜,怜惜
推让,礼让
昌大,盛大
探员,捕快
忧心如捣,忧心如焚
公私两济,公私兼顾
现在,而今
祖业,祖产
日朘月减,日朘月削
年复一年,日复一日
悔之不及,悔之无及
旨趣,意思
住宅,住所
富裕,敷裕
其貌不扬,贼眉鼠眼
细长,颀长
污浊,混浊
便服,常服
疑心,猜疑
三生有幸,福星高照
义不容辞,责无旁货
手印,指摹
沧海一粟,牛之一毛
匡正,矫正
额外,特地
泄露,宣泄
意图,希图
取青妃白,取青媲白
劈脸,迎面
随心,随意
争光,争脸
沿路,沿途
刻画,描摹
着重,侧重
投诚,降服
执掌,管制
失色,失神
一献三售,一献三酬
味道,滋味
抗命,逆命
心怀,心胸
自愧不如,自愧弗如
分摊,摊派
同党,羽翼
爽直,坦直
孝敬,孝顺
池鱼堂燕,池鱼林木
以刑去刑,以刑止刑
狐疑,可疑
走头无路,日暮途穷
众星拱北,北辰星拱
决窍,法门
党首,党魁
交叉,穿插
黑夜,星夜
见几而作,见几而作
劝慰,安危
炮竹,爆竹
鞭笞,鞭策
抚今追昔,谈古论今
疼痛,难过
言语,发言
偏爱,偏疼
宾至如归,无微不至
道貌俨然,道貌凛然
坚守,信守
调笑,谐谑
讨伐,征伐
年齿,年龄
喧嚷,呼噪
夙夜,旦夕
直言切谏,直言极谏
塞责,支吾
东飘西徙,东迁西徙
功德,好事
抄写,缮写
人面兽心,人头畜鸣
国境,国界
嗅觉,感觉
洞天福地,名胜古迹
应酬,酬酢
下马看花,脚踏实地
细针密线,细针密缕
评价,评估
原因,原故
精明,醒目
兔死狐悲,芝焚蕙叹
夺职,褫职
逐电追风,逐风追电
离合,聚散
新故代谢,新陈代谢
烧毁,焚烧
便是,就是
代替,替换
心地,心肠
因利乘便,因势利导
浪蕊浮花,路柳墙花
对牛弹琴,无的放矢
推求,猜测
拔山扛鼎,拔树撼山
拂晓,破晓
广结善缘,广结良缘
豹隐,隐居
边疆,边陲
孤注一掷,义无返顾
暴跳如雷,七窍生烟
帐幕,帐篷
主动,自动
潜移嘿夺,潜移阴夺
不光,不单
欹嵚历落,嵚崎磊落
流散,飘泊
圭表,轨范
喃喃自语,自言自语
邪魔,魔鬼
出入,进出
丢盔卸甲,落荒而逃
汇聚,相聚
燃烧,焚烧
采薪之忧,采薪之疾
浸透,渗透
下属,部属
店肆,店铺
和衣而卧,和衣而睡
确凿,真实
欠据,借条
奸细,特务
草泽,草野
自保,自卫
唏嘘,感慨
较亲,较胜
漂浮,流浪
体无完肤,体无完皮
胡涂,颟顸
土鸡瓦狗,土龙沐猴
嫡妻,德配
偷活,偷生
崇论吰议,崇论闳议
哀毁瘠立,哀毁骨立
法宝,宝贝
暗害,密谋
黄发台背,黄发鲐背
龙头蛇尾,虎头蛇尾
挑选,筛选
音书,音问
迢遥,遥远
后劲,潜力
学姐,师姐
日久年深,日积月累
十分,相称
富家,巨室
披览,拆阅
支撑,支柱
文房四艺,琴棋书画
醍醐灌顶,发聋振聩
拥有,具有
优伤,忧闷
回味,体味
由衷,衷心
上岸,登陆
偏见,私见
好行小惠,好行小慧
布施,施济
决计,定夺
逼不得已,迫不得已
命名,定名
恩深义重,义重恩深
过火,过头
云云,这样
长辈,长者
什袭以藏,什袭而藏
诙谐,滑稽
山岭,山峰
抹杀,销毁
大旨,要旨
储备,贮备
与世推移,与时偕行
品格,风致
说东道西,说东谈西
景色,风物
兴工,开工
闻风而逃,闻风而动
奢念,奢求
遣散,斥逐
具名,签名
思绪,思路
张惶,张皇
天昏地暗,凄风苦雨
胁肩低眉,胁肩低首
性能,功能
布鼓雷门,班门弄斧
有始有终,持之以恒
行囊,行装
丫头,梅香
折磨,磨难
持重,端庄
私语,谜语
草草收兵,草草了事
辽远,辽阔
雕刻,雕饰
胆识,胆量
饿虎吞羊,饿虎扑食
安慰,抚慰
斜睨,斜视
清瘦,清癯
不负众望,不辱使命
随同,陪伴
儒雅,讲理
从此,此后
谦让,礼让
一长二短,一长半短
腾清,誊清
习用,惯用
田庐,田里
变生肘腋,祸生肘腋
同化,混合
无所不包,一应俱全
驴前马后,鞍前马后
欺上瞒下,巧立名目
不一而足,擢发难数
天之僇民,天之戮民
漫天盖地,漫天匝地
允文允武,文武双全
现时,眼前
任凭,听凭
热心,热枕
衔橛之变,衔橛之虞
宽容,宽饶
四战之国,四战之地
秘而不宣,讳莫高深
推论,推广
悉心,精心
瓦解,分化
知友,相知
猖厥,猖狂
护领,衬领
更换,更调
手下,部下
友人,亲人
艰难,艰巨
救死扶伤,治病救人
望女成凤,望子成龙
片刻,一霎
雕镂,镌刻
芽菜,豆芽
字据,凭证
剥削,榨取
料中,猜中
显摆,炫耀
毁灭,覆灭
沉稳,镇定
演出,表演
宗派,派别
评议,评断
破灭,落空
平地,平川
人丁,人口
凤毛麟角,麟角凤毛
天作之合,乱点鸳鸯
休假,放假
壮烈,豪壮
荷包,银包
兵连祸接,兵连祸结
匀实,均匀
知过必改,过而能改
九泉,地府
苏醒,醒悟
失时,失机
人浮于食,投闲置散
太监,宦官
土气,村炮
嫌贫爱富,欺贫爱富
著述,著作
敬服,尊敬
优异,精良
神使鬼差,神差鬼使
信任,笃信
芝兰之室,近墨者黑
山崩地裂,地动山摇
起家,起身
手到拿来,手到擒来
含冤,衔冤
釜底游鱼,鱼游釜中
炙热,炎热
握手言欢,重归于好
谛听,倾听
担心,惦念
医疗,诊疗
英气,豪气
如箭在弦,箭在弦上
岿然不动,纹丝不动
花园,花坛
应用,行使
忍饥,挨饿
坎阱,陷坑
狐朋狗友,酒肉朋友
残兵败将,老弱残兵
驷不及舌,驷马难追
名利双收,求名求利
公私两利,公私兼顾
卜夜卜昼,卜昼卜夜
罚款,罚金
获利,收货
鸣金收军,鸣金收兵
合用,适用
东闪西挪,东闪西躲
威胁,威吓
开门延盗,开门揖盗
抓耳挠腮,搓手顿脚
嫉妒,嫉恨
协调,妥洽
弄堂,小巷
扶持,扶助
述说,陈述
骄佚奢淫,骄泰淫泆
杂乱,杂乱
驯服,驯顺
掩恶扬善,掩恶扬美
推襟送抱,推诚相见
庞大,宏大
裁夺,顶多
牙签犀轴,牙签玉轴
当真,果真
土匪,强盗
孺子,童子
分列,排列
专爱,偏要
追风逐影,追风蹑景
泅水,游泳
渔人,渔夫
热情,殷勤
苍天,上苍
忘生舍死,舍死忘生
极刑,极刑
探听,探询
泛滥,迷漫
以至,乃至
决定,裁决
仰药,服毒
抓乖卖俏,抓乖弄俏
噪音,杂音
既往不咎,不咎既往
揎拳攞袖,攞袖揎拳
肮脏,龌龊
频繁,屡次
心术,心机
谢罪,赔罪
孑立,单独
主顾,顾客
折辱,摧辱
先祖,祖先
朽木粪土,朽木粪墙
百折不挠,百折不回
反省,检查
音响,声音
供不应求,粥少僧多
简牍,尺牍
方兴未已,方滋未艾
千态万状,千状万端
心痛,肉痛
绵延,绵亘
不问不闻,漠不关心
白驹过隙,驹光过隙
气馁,丧气
蚕食鲸吞,鲸吞蚕食
罪状,罪过
白云亲舍,白云孤飞
惊心动魄,驰魂夺魄
恣意,随意
损伤,挫伤
要紧,紧要
慈详,善良
立足,安身
翻悔,后悔
濒临,面临
比拟,对比
惊惧,惊慌
沦亡,灭亡
打草惊蛇,风吹草动
细则,细目
衣不蔽体,鹑衣百结
心术,心计
一向,向来
抚育,捕鱼
真义,真谛
一呼百应,一倡百和
交战,接触
老谋深算,老奸巨滑
动力,能源
巢林一枝,鹪鹩一枝
里勾外连,里应外合
安老怀少,敬老爱幼
洞悉,知悉
峻岭,高山
当心,留意
五彩缤纷,五光十色
原稿,稿本
擦脂抹粉,涂脂抹粉
俗气,卑鄙
启示,开刀
怀疑,疑忌
暮年,末年
剧变,巨变
孀居,寡居
忠厚,垦切
咆哮,狂嗥
手不释卷,手不释书
府上,贵寓
龙腾虎踯,龙腾虎蹴
自大,自豪
日中必昃,月盈则食
披沙拣金,沙里淘金
含饴弄孙,饴含抱孙
降尊纡贵,降贵纡尊
微不足道,卑不足道
弘大,宏大
步步登高,扶摇直上
必操胜券,稳操左券
发回,发还
如实,照实
兵法,兵书
激情,情绪
援救,急救
闷闷不乐,郁郁寡欢
凹地,洼地
山光水色,湖光山色
宴尔新婚,洞房花烛
死刑,死罪
谈论,评论
兵营,军营
欢声笑语,语笑喧阗
智力,材干
杞天之虑,杞人忧天
拜相封侯,拜将封侯
禀赋,先天
何关,何干
技击,武术
讲述,叙述
古板,传统
一言难尽,说来话长
命若悬丝,奄奄一息
墙花路柳,墙花路草
晕厥,眩晕
面目,样貌
竞赛,角逐
蒙受,遭受
质疑,质问
得罪,获罪
添加,补充
怦怦直跳,心慌意乱
学以致用,用非所学
远景,蓝图
忘其所以,忘乎所以
征税,纳税
匹夫,百姓
依照,遵从
幻境,幻景
矫枉过正,过犹不及
坦爽,率直
波涛,波澜
投宿,投寄
爱国如家,爱民如子
寒冬,极冷
唯命是从,马首是瞻
荒原,荒漠
异事,怪事
将遇良才,棋逢敌手
下流,下游
问长问短,问寒问暖
剧场,戏院
苏醒,觉醒
翘首以待,拭目以待
品级,等级
照应,呼应
哀辞,悼词
向例,老例
凌厉,凌砾
以火止沸,以汤沃沸
落第,落选
神号鬼泣,神嚎鬼哭
打架,斗殴
摊开,放开
透亮,透明
巡礼,巡行
一网打尽,除恶务尽
交友,结交
益友,良友
话语,发言
回击,还击
平淡,中等
产品,产物
妙药,仙丹
更动,调度
剧烈,激烈
吟唱,歌咏
光阴,年华
开眉展眼,开眉笑眼
以管窥天,以锥刺地
减价,削价
惶惶,惶惑
放手,放胆
专心,齐心
戏蝶游蜂,油头光棍
不休,不竭
不辨菽麦,五谷不分
安常守故,蹈常袭故
摇摇摆摆,摇摇晃晃
讲演,报告
反正,归正
钻研,研商
借势,借重
衰竭,枯竭
玄门,道教
放松,松开
班荆道故,班荆道旧
四亭八当,四停八当
一语道破,单刀直入
情味,情趣
石洞,石窍
山岭,山脊
铁板铜琶,铜琶铁板
嫡系,直系
喜气洋洋,春风得意
伙伴,火伴
缺点,缺欠
何必,何须
以蠡测海,一孔之见
嘹亮,清脆
一板一眼,有板有眼
把戏,魔术
百年不遇,铁树开花
仪式,典礼
修改,窜改
成群结队,辍毫栖牍
录取,中式
网络,汇集
精金良玉,良金美玉
增添,扩充
以毒攻毒,请君入瓮
天旋地转,天摇地动
单身,独身
同日而论,同日而言
沾病,生病
方针,目的
千人所指,有口皆碑
山妻,拙荆
鸠车竹马,青梅竹马
作风,态度
布衣,平民
蚕食鲸吞,鲸吞虎据
村塾,村学
伸张,扩张
黝黑,黢黑
总共,总计
挑三嫌四,挑三拣四
哂纳,笑纳
低劣,差劲
独具只眼,独具慧眼
洛阳纸贵,都中纸贵
应天顺民,应天从物
成群结队,成群逐队
敌意,歹意
职分,职司
评价,评判
后台,背景
下属,下级
兼顾,分身
风烛残年,桑榆暮景
勾心斗角,尔诈我虞
年底,年关
亡国之音,亡国之声
鼓唇摇舌,鼓舌摇唇
靡衣玉食,锦衣玉食
老诚,老师
照亮,照耀
物品,货色
初次,初度
研精殚力,研精毕智
门生,学生
建造,作战
扶正祛邪,扶正黜邪
尖兵,哨兵
装备,装置
不必,无须
不今不古,空前绝后
网罗,搜集
得志,满足
置之脑后,置诸度外
失去,陷落
体式,形状
以耳为目,以耳代目
碰巧,适逢
风云,风波
通令,通饬
昏暴,昏庸
焦头烂额,破头烂额
各别,各异
无妄之灾,飞灾横祸
俗气,鄙俚
睚眦必报,小肚鸡肠
迟缓,迟笨
役使,调派
千娇百媚,花枝招展
机缘,机遇
反馈,反应
代办,代理
训练,操练
统治,办理
佛头加秽,佛头着粪
苏息,止息
溃败,败北
交织,交错
人多势众,众擎易举
大师,专家
数米而炊,数米量柴
重任,重担
遗忘,忘却
考试,尝试
明火执械,明火持杖
陵虐,欺压
泥塑木雕,木雕泥塑
处境,状况
扬弃,摒弃
迫临,逼近
省却,省掉
擅自,私行
定罪,科罪
三贞九烈,九烈三贞
北方,朔方
晨光,晨曦
别致,新颖
经文纬武,文经武纬
运动,行动
飘荡,飘摇
守节,守贞
拍案叫绝,赞不绝口
乘兴而来,大煞风景
伸张,舒展
折足覆餗,折鼎覆餗
刻意,卖力
制订,拟定
性格,性子
论述,阐述
萧疏,荒凉
协力,合力
国蠹,民贼
拖堂,拖课
做张做智,做张做致
分歧,差异
相遇,再会
病国殃民,病民蛊国
睹景伤情,触目伤怀
外洋,海外
漫空,长空
汉子,男子
向壁虚造,无中生有
成仇,失和
一枕黄粱,黄粱美梦
背城借一,破釜沉舟
嫩艳,娇艳
启迪,开刀
空位,空地
冷酷,残酷
包孕,包括
不合时宜,夏炉冬扇
顺风使帆,顺风张帆
连类比事,连类比物
黍离麦秀,黍秀宫庭
狠劲,竭力
准则,规矩
八街九陌,大街小巷
专横,独裁
激浊扬清,隐恶扬善
闻风而起,闻风而动
锦囊佳制,锦囊佳句
简政放权,精兵简政
夏天,夏季
条条框框,规规矩矩
兵种,军种
趔趔趄趄,颤颤巍巍
严阵以待,诱敌深入
悔怨,懊恼
计伐称勋,计功程劳
画荻丸熊,画荻和丸
韬光灭迹,韬光隐迹
乔装,乔妆
怒目,瞪眼
闹翻,翻脸
消沉,降低
惧罪,畏罪
有天无日,有天没日
战栗,颤栗
芜乱,错乱
仇人,冤家
导致,招致
伟人,巨人
发售,销售
缩衣节口,缩衣啬食
朽木死灰,槁木死灰
朋比作奸,朋比为奸
烦嚣,嘈杂
微乎其微,一丁点儿
急促,短促
选藏,收藏
比如,譬如
万口一辞,众口一词
复返,返回
更加,尤其
忌讳,隐讳
忘恩,报仇
内乱,内讧
争夺,争抢
保票,包票
妇人醇酒,醇酒妇人
家书,家信
鼓唇摇舌,鼓唇咋舌
丑恶,丑陋
回信,复书
严冬,隆冬
宽厚,宽宏
干扰,搅扰
静观其变,拭目以待
知难而退,畏葸不前
前度刘郎,重作冯妇
厚此薄彼,厚彼薄此
钻冰取火,压雪求油
一旦,一朝
法例,律例
后背,后面
听说,据说
不见经传,无名鼠辈
憨涩,羞涩
美意,好心
谦让,谦逊
靖言庸违,靖言庸回
歧途,邪途
连篇累册,连篇累幅
衣衫不整,衣衫褴褛
薏苡之谤,薏苡明珠
一语双关,话里有话
斜阳,夕阳
凤凰于飞,凤皇于蜚
春兰秋菊,各有所长
光滑,润滑
切中要害,鞭辟近里
履薄临深,临深履薄
鹊巢鸠居,鹊巢鸠占
险阻,低洼
幽微,细微
灌注,贯注
倾城而出,倾巢而出
逆行倒施,逆施倒行
变成,酿成
委靡,怠倦
成分,因素
嫉妒,妒忌
赏善罚否,赏善罚恶
必要,需求
高明,高深
横贯,纵贯
射手,弓手
余暇,闲散
缅想,思念
不知所措,罔知所措
相像,肖似
女乐,歌女
见教,赐教
一言不发,不言不语
青蝇染白,青蝇点素
手挥目送,目送手挥
阻截,阻止
哀哀欲绝,悲不自胜
皓首穷经,学而不厌
轻蔑,不屑
汉子,丈夫
拔本塞原,拔本塞源
乐工,乐师
开初,起初
坚固,结壮
乌灯黑火,黑灯瞎火
厕纸,草纸
记取,记着
商人,市井
交班,接班
责罚,惩罚
倩女离魂,离魂倩女
看成,当作
丰采,品貌
限日,限期
相惊伯有,自相惊扰
裸体,赤身
啜菽饮水,歠菽饮水
一日千里,与日俱增
吠非其主,狗吠非主
不自量力,螳臂挡车
如饥似渴,孳孳不倦
训斥,怒斥
痛苦,沉痛
遍体鳞伤,百孔千疮
无计可施,没计奈何
琐细,零碎
宽容,体谅
凄切,凄婉
知疼着热,知疼着痒
操持,办理
交头接耳,街谈巷议
离经叛道,大逆不道
反击,抗击
清香,芬芳
巴巴结结,结结巴巴
论争,论战
有效,灵验
冷嘲热讽,冷语冰人
时运不济,命蹇时乖
羽士,道士
东游西荡,东游西逛
诘问,追问
拥护,附和
术数,神通
适意,舒适
兴趣,酷好
切切,千万
市价,时价
高尚,尊贵
奢华,浮华
钦慕,爱慕
悬门抉目,抉目悬门
澄清,清撤
得知,获悉
喜鼎,恭喜
内地,腹地
设法,想法
武艺,身手
体裁,文体
断齑画粥,断齑块粥
任命,委任
乐昌之镜,乐昌破镜
披星戴月,早出晚归
初稿,稿本
关切,关心
分外,非分
时令,季节
周旋,相持
拘禁,拘押
信号,灯号
犁庭扫穴,犁庭扫闾
互助,相助
文雅,大雅
欢然,陶然
力所能及,能者多劳
舐犊之爱,舐犊情深
尘土,尘埃
目田,自由
若干,几多
区域,地域
偃武修文,放牛归马
放松,减弱
可以,可能
出售,出卖
守猎,狩猎
群魔乱舞,狼奔豕突
一点,少许
斗筲之人,斗筲之器
警惕,机警
挑剔,抉剔
民膏民脂,民脂民膏
糊口,生活
精粹,英华
丧妻之痛,鼓盆之戚
怀才不遇,骥服盐车
东奔西跑,走街串巷
后进,落后
怀璧其罪,象齿焚身
拨草寻蛇,自讨苦吃
天马行空,龙飞凤舞
宿愿,心愿
一石二鸟,一箭双雕
草行露宿,露宿风餐
诘屈磝碻,诘屈聱牙
世界,天下
沥胆堕肝,沥胆隳肝
死皮赖脸,软磨硬泡
魂灵,魂魄
怀孕,受孕
含垢包羞,含垢忍辱
挥发,蒸发
不约而同,异曲同工
推举,推选
升堂入室,登堂入室
口误,失口
不经之谈,不易之论
记挂,驰念
大量,洪量
活该,该死
串同,勾通
卤莽,粗莽
褴褛,破烂
戏班,梨园
人莫予毒,莫予毒也
夜深,更阑
洁白,纯净
偏执,偏激
胡言乱语,悖言乱辞
天翻地覆,东海扬尘
贪馋,饕餮
投鼠忌器,投鼠之忌
回乡,旋里
比武,交手
稳妥,稳当
少安毋躁,稍安毋躁
成心,故意
不才,鄙人
劫持,挟制
东奔西走,走南闯北
壮举,豪举
品行,操行
坐视不救,幸灾乐祸
奴颜婢膝,奴颜媚骨
撤除,拆除
便服,燕服
怨入骨髓,恨之入骨
好景不常,好景不长
争奇斗艳,争妍斗艳
不祥之兆,凶多吉少
背信,违约
云涌风飞,云涌飙发
辩解,辩白
诱饵,钓饵
因循,复古
池沼,沼泽
撤离,撤退
群策群力,通力合作
一之为甚,一之已甚
潸然泪下,泪流满面
化妆,妆点
意气扬扬,志得意满
扶弱抑强,扶危济困
沃田,沃畴
海军,舟师
埋天怨地,怨天尤人
文字,翰墨
悲观,绝望
沉着,平静
丰盈,丰满
土话,方言
忍受,容忍
详实,详确
兑换,承兑
活路,活门
重义轻生,重气轻命
离职,去职
如泣如诉,扣人心弦
接风,洗尘
曲缩,蜷缩
在意,留心
颖异,颖悟
善始善终,一以贯之
一言半语,一声不响
成本,老本
吉事,喜事
各抒已见,各抒所见
谗口铄金,众口铄金
匡正,指正
扼要,简要
以身作则,言传身教
买卖,交易
山木自寇,直木先伐
不痛不痒,转弯抹角
改行,转业
鲁阳挥日,鲁阳挥戈
指桑骂槐,打鸡骂狗
四周,边缘
载歌载舞,翩翩起舞
不声不响,不声不气
任务,工作
金兰之契,莫逆之交
新月,眉月
包围,困绕
囊括,席卷
堕入,陷入
按兵束甲,放牛归马
灵丹圣药,灵丹妙药
自说自话,自言自语
瘦小,矮小
提款,支款
集腋成裘,众擎易举
运筹决策,运筹画策
沉没,泯没
二三其德,二三其意
上升,上涨
噩耗,凶讯
炎暑,盛暑
言不达意,言不逮意
万不得已,必不得已
外行,生手
革面敛手,洗心革面
动手,起头
争辨,强辩
停工,收工
住址,地址
低头,垂头
龙腾虎踯,龙腾虎掷
严实,严密
暴躁,躁急
做神做鬼,做鬼做神
活蹦乱跳,欢蹦乱跳
李下瓜田,瓜田李下
昵称,爱称
及锋而试,捷足先得
上天入地,踢天弄井
荒疏,疏弃
深厉浅揭,因地制宜
下狱,坐牢
地面,大地
任其自流,任其自然
沃土,膏壤
机器,机械
视人如伤,视下如伤
知难而上,知难而进
吻合,契合
忙碌,忙活
遍地,四处
富商,殷商
一伙,疑虑
鼎成龙升,鼎成龙去
息争,妥协
欣赏,饱览
歪打正着,误打误撞
曲尽其妙,跃然纸上
马革盛尸,裹尸马革
相差,相差
骆驿不绝,络绎不绝
有口难言,难言之隐
激战,鏖战
何啻,岂止
春风满面,春风得意
片甲不存,片甲无存
信任,确信
奥妙,巧妙
讲价,论价
尺布斗粟,斗粟尺布
风言风语,尖言冷语
信宿,翌晚
如渴如饥,如饥如渴
乳名,小名
狐朋狗友,猪朋狗友
呼天抢地,捶胸顿足
翻江倒海,雷霆万钧
这儿,这边
卓乎不群,卓逸不群
渴慕,渴望
闯南走北,走南闯北
含血喷人,恶语中伤
借古讽今,含沙射影
问长问短,问这问那
缧绁,监牢
告知,奉告
昂贵,腾贵
焦金流石,燋金烁石
与虎谋皮,水中捞月
盘点,盘货
叫好,喝彩
成仙,羽化
防萌杜渐,防微杜渐
节约,节省
小屈大伸,小屈大申
侍者,酒保
意得志满,志得意满
心如止水,心如古井
品头论足,品头题足
密密层层,鳞次栉比
秃子,秃顶
一无所知,不得而知
呈报,陈诉
亡戟得矛,有得有失
奇形怪状,鬼形怪状
日食万钱,食日万钱
尊老爱幼,敬老尊贤
支援,增援
宦海,政界
巧取豪夺,敲榨勒索
执掌,经管
打情骂俏,打情骂趣
瘦弱,孱弱
纸醉金迷,骄奢淫逸
