屏声敛息,屏气敛息
却之不恭,受之有愧
委任,委用
文华,文采
歪曲,误解
徒托空言,托之空言
哇噻,哇塞
三告投杼,三人成虎
善恶不分,牝牡骊黄
仕途,宦途
坍塌,坍弛
曲解,误解
提取,提炼
省会,省垣
屠龙之伎,屠龙之技
黄雀伺蝉,黄雀在后
山盟海誓,誓海盟山
情状,情景
平素,素常
后生,青年
寒家,舍下
三亲六眷,三亲四眷
平辈,同辈
婉言,讳言
煞有介事,煞有其事
四肢,手脚
起先,起首
危机,迫切
怀抱,气量
千虑一得,千虑一失
倾销,推销
疏通,疏浚
妄言,妄语
童真,童趣
琐屑,琐细
通过,始末
评话,说书
奢侈,奢靡
觳觫,寒战
昏庸,昏聩
肆虐,荼毒
什袭珍藏,什袭而藏
食不求饱,食无求饱
诗礼之家,诗礼人家
倾家荡产,倾家破产
获胜,胜利
好友,石友
披红戴花,披红挂彩
潜移默转,潜移默运
寝食难安,寝食不安
火树琪花,火烛银花
后嗣,后裔
蜃楼海市,海市蜃楼
水火无交,清正廉洁
偏差,误差
千岁一时,千载一日
佩服,钦佩
鹊巢鸠占,鹊垒巢鸠
偏偏,偏巧
散发,披发
妥协,妥洽
世世代代,千生万劫
推算,算计
殊效,特效
坦白,坦荡
批驳,回嘴
普度众生,普度群生
祸害,患难
傻里傻气,傻头傻脑
吐露,透露
前车可鉴,前车之鉴
桃来李答,投桃报李
亲上做亲,亲上成亲
视同陌路,视若路人
混作一谈,混为一谈
寝息,睡眠
河流,河道
巫山云雨,巫山云雨
后代,儿女
欠安,危险
恶毒,狠毒
抒怀,抒情
合零为整,化零为整
所向披靡,势如破竹
混身,浑身
深夜,午夜
失散,失踪
诗庭之训,诗礼之训
漂浮,漂流
围剿,清剿
天真,无邪
硕大无比,硕大无朋
顺路,顺道
失窃,失贼
锲而不舍,绳锯木断
武断,轻率
披沙拣金,披沙沥金
潜移嘿夺,潜移默夺
陪侍,随侍
瓮牖绳枢,瓮牖桑枢
兔起凫举,兔起鹘落
失之交臂,失诸交臂
外地,外埠
天上石麟,天上麒麟
审判,审讯
事迹,奇迹
亡魂丧魄,亡魂失魄
喊冤,声屈
审问,审讯
拾掇,收拾
欺悔,欺凌
淮南鸡犬,淮王鸡狗
胡扯,胡说
饰物,首饰
卫护,戍卫
推波助澜,煽风点火
失效,无效
平头百姓,平民百姓
拍子,球拍
升引,起用
合时,适时
恶衣恶食,恶衣粝食
全国,天下
夙怨,宿怨
少顷,片晌
毁约,失约
霜露之思,霜露之悲
鸿章钜字,鸿篇巨制
听说,外传
化为乌有,化为泡影
轻裘缓带,轻裘缓辔
呼卢喝雉,呼幺喝六
耳环,耳饰
号哭,号泣
视若儿戏,视同儿戏
卫戍,提防
取悦,趋奉
户枢不朽,户枢不蠹
噗咚,噗哧
死而后已,全心全意
取笑,讪笑
闻一知二,闻一知十
丧生,去逝
劈波斩浪,披荆斩棘
天假之年,天假其年
生气,活气
忘我,无私
托辞,托故
丧家之犬,丧家之狗
权威,权势
霹雷,霹雳
污染,浑浊
伪造,诬捏
寒来暑往,暑往寒来
偏听偏信,偏听则暗
好歹,好赖
万古流芳,山高水长
私货,黑货
号寒啼饥,啼饥号寒
涵养,素质
失期,误期
受苦,受罪
合谋,同谋
屠夫,屠户
删改,批改
闳言崇议,闳言高论
搜肠刮肚,挖空心思
酣歌恒舞,酣歌醉舞
甜密,甜美
十年寒窗,十年窗下
搜检,搜查
噩耗,恶耗
夙敌,宿敌
十全,齐全
呜乎哀哉,寿终正寝
稍微,稍稍
晚上,晚间
投契,投机
器材,器械
无所不包,无所不有
帷灯匣剑,帷灯箧剑
攀车卧辙,攀辕卧辙
时绌举盈,时绌举赢
岂论,无论
失火,火灾
甩手,松手
浑然天成,浑然自成
围剿,会剿
火油,石油
和善,善良
尔虞我诈,尔诈我虞
世世代代,生生世世
贪婪,贪心
蚀本,赔本
吼怒,咆哮
坦然自若,气定神闲
随兴,随兴
体格,体魄
时乖命蹇,生不逢时
天道好还,天理循环
通今博古,通古博今
绳子,绳索
死而复活,死去活来
挥戈退日,挥戈回日
微不足道,太仓稊米
头痒搔跟,头痛医脚
诗云子曰,诗云子曰
十恶不赦,罄竹难书
为丛驱雀,为渊驱鱼
生性,素性
扫尾,收尾
权衡,衡量
恶名,污名
奇形怪状,千奇百怪
升降,起落
条款,条目
轻财敬士,轻财重士
七窍冒火,七窍生烟
完成,完工
脱离,脱节
统一,同一
偏听偏信,偏信则暗
泰山压卵,狮子搏兔
万紫千红,花红柳绿
含英咀华,含菁咀华
黑心,恶意
匍匐,蒲伏
剃发,剃头
奢望,奢想
时和岁丰,时和年丰
通行,盛行
梧鼠之技,梧鼠五技
前去,前往
缩头缩脑,探头缩脑
无地自容,汗颜无地
食不果腹,食不充饥
书记,文告
清宴,清晏
好似,恰似
取舍,弃取
衰败,衰竭
胼手胝足,胼胝手足
投奔,投靠
摊开,铺开
前卫,时尚
生财之道,生财有道
五脏六腑,五藏六府
歧路亡羊,误入歧途
五行俱下,五行并下
三分鼎足,三足鼎立
企足而待,企踵可待
扫地以尽,扫地出门
号令,号召
二缶钟惑,二缶锺惑
五行俱下,十行俱下
穷源溯流,穷源竟委
体谅,体贴
使性掼气,使性谤气
疏间,疏远
伪币,伪钞
汗牛充栋,浩如烟海
头前,头里
事与愿违,适得其反
逃跑,逃遁
破竹之势,势如破竹
贪赃舞弊,贪赃枉法
鹏程万里,鹏霄万里
弃之敝屣,弃若敝屣
石匠,石工
天孙,王孙
情同一家,情同骨肉
体无完皮,身无完肤
千思万想,千思万虑
污七八糟,乌七八糟
花里胡哨,花里胡梢
前无古人,前所未闻
贫病交攻,贫病交迫
荒疏,疏懒
拼命,死拼
三十而立,而立之年
唯吾独尊,唯我独尊
脱色,褪色
琐事,琐务
欺世惑众,欺世盗名
清灰冷火,清锅冷灶
千娇百媚,婀娜多姿
权倾中外,权倾天下
脱缰之马,脱缰野马
挑动,煽动
色胆包天,色胆迷天
夙昔,往日
三徙成国,三徙成都
无往不利,无往不胜
去杀胜残,胜残去杀
陪伴,陪同
惟恐,生怕
寒冷,寒凉
深藏不露,深藏若虚
土阶茅屋,土阶茅茨
乌合之众,群龙无首
鹤寿,鹤龄
枢纽,环节
天罗地网,天网恢恢
受奖,授奖
浅深,深浅
凭仗,凭借
望风希指,望风希旨
翘足,跷足
停息,憩息
黄粱一梦,黄粱美梦
评释,声明
夙愿,素志
谦恭,谦敬
千家万户,千门万户
绘制,绘图
求田问舍,问舍求田
回答,回覆
始创,首创
喝彩,喝采
情有可原,无可非议
颓垣败壁,颓垣败井
碎尸万段,千刀万剐
火树琪花,火树银花
识字知书,识文谈字
还朴反古,还淳反古
守候,期待
洒脱,飘逸
清风劲节,清风峻节
好天,晴天
去头去尾,掐头去尾
确凿,切实
推心置腹,推诚置腹
寒舍,蓬门
情状,情形
射石饮羽,弯弓饮羽
天夺之魄,天夺其魄
亲当矢石,身当矢石
劝戒,劝阻
示威,请愿
桃之夭夭,逃之夭夭
三尸,彭尸
无理,荒谬
获胜,胜仗
害群之马,跳梁小丑
箝制,遏抑
倾心,神驰
探幽索隐,探赜索隐
送往迎来,送旧迎新
砰然,轰然
秋毫之末,轻于鸿毛
三分鼎足,三分鼎立
生养,生育
特务,特工
失守,弃守
恶毒,恶劣
宿舍,寝室
茕茕孑立,阒无一人
乞援,请援
无耻之尤,无耻之徒
岁暮,岁终
伤疤,伤痕
圣洁,神圣
徒负虚名,徒拥虚名
提及,说起
屁滚尿流,屎屁直流
无与比伦,无可比拟
呼天唤地,呼天号地
萍水相逢,素昧平生
胡涂,昏瞶
夙兴夜处,夙兴昧旦
无本之木,无米之炊
片断,片段
守卫,守护
铁板铜弦,铜琶铁板
温香艳玉,温香软玉
失张失智,失张失致
天佑,天助
事实,实情
区分,划分
欢悦,欢喜
恨之入骨,恨入骨髓
贪图,图谋
后头,后面
弯弯曲曲,曲曲折折
拖拉,疲塌
叵奈,叵耐
浑家,太太
画虎刻鹄,画龙刻鹄
屏气凝神,全神关注
随寓而安,随遇而安
期盼,期许
盘点,清点
头足异处,首足异处
山珍海味,山珍海错
破矩为圆,破觚为圜
升平,平安
狐朋狗友,狐群狗党
侯门似海,侯门如海
甜蜜,甜美
穷则思变,物极必反
拍手称快,拍手叫好
倾心,倾慕
幻想,胡想
淘沙取金,淘沙得金
属员,手下
挑衅,挑战
深闭固拒,深闭固距
随俗,顺俗
潜逃,叛逃
生人,生手
钦慕,神往
升级,跳级
声望,声誉
删省,删节
撒泼,撒野
器度,器量
水楔不通,水泄不透
毫毛不犯,秋毫无犯
深重,深沉
求饶,讨饶
花式,式样
欢送,送别
衰年,颓龄
爽然自失,爽然若失
幻灭,破灭
滔滔不绝,万语千言
阒其无人,阒无一人
气义相投,气谊相投
鼠盗狗窃,鼠窃狗盗
死乞白赖,死求白赖
亭亭玉立,婷婷玉立
清冷,清凉
嗜痂之癖,嗜痂成癖
何足挂齿,何足道哉
三头对案,三曹对案
室迩人遐,室迩人遥
肃穆,肃静
晦暗,昏花
受冤,含冤
玩耍,贪玩
皮里春秋,皮里阳秋
荷包,钱袋
强记博闻,强识博闻
上苍,青天
沏茶,泡茶
恢复,还原
污水,浑水
申请,请求
活埋,生坑
甜言美语,甜言媚语
视如敝屣,弃如敝屣
头等,头号
洪量,豪爽
去太去甚,去甚去泰
厄运,横祸
水长船高,水涨船高
琵琶别弄,琵琶别抱
七嘴八舌,七言八语
首尾相连,首尾相继
死灰复燃,死灰复燎
唾壶敲缺,唾壶击缺
通盘,所有
桑户棬枢,桑户蓬枢
维护,维持
权宜之计,权宜之策
贪嘴,贪吃
忘寝废食,忘餐废寝
千岩万壑,千峰万壑
琐屑,琐碎
前途,前程
台启,台览
轻细,轻微
偷合取容,偷合苟容
火化,火葬
送丧,送葬
市无二价,市不二价
通知,通告
寝不成寐,寝不聊寐
涕泪交加,涕泪交集
棋布星罗,棋布星陈
前仆后继,前赴后继
清汤寡水,清茶淡饭
顺水推舟,顺水行舟
呼唤,呼叫
倏忽,忽然
攀扯,牵连
怀疑,思疑
忘乎所以,忘乎其形
挑选,挑拣
投井下石,投阱下石
盛气临人,盛气凌人
切题,贴题
磬竹难书,数不胜数
泰初,太古
委婉,婉转
提醒,提示
鹤立鸡群,首屈一指
爽性,所幸
文官,文臣
厚待,厚遇
身无寸铁,手无寸铁
添枝接叶,添枝增叶
叹惋,叹惜
无名小卒,无名鼠辈
同年,同庚
破涕为笑,破颜一笑
轻侮,唾弃
回避,逃避
扑打,扑挞
什物,实物
鹄峙鸾停,鹄峙鸾停
上头,上面
气忿,气愤
听任,听凭
后援,后盾
欢叫,欢呼
曲意承迎,曲意逢迎
身历其境,身当其境
扫地以尽,扫地俱尽
呵欠,欠伸
散落,洒落
委婉,婉约
束手坐视,束手旁观
韬光隐晦,韬光俟奋
停战,寝兵
升平,泰平
五零二落,五零四散
恒河沙数,数以万计
破釜沉舟,破釜焚舟
枉费,徒劳
恢宏大度,恢廓大度
呜咽,啼哭
全球,环球
拾零,琐闻
无思无虑,无虑无思
死心,铁心
悔过,悔悟
牌坊,牌楼
室迩人远,室迩人遥
速度,速率
海枯石烂,水枯石烂
涣发大号,涣汗大号
破涕为笑,破愁为笑
望尘拜伏,望尘而拜
涂歌巷舞,涂歌邑诵
后世,儿女
胡思乱想,胡思乱量
劝说,劝告
设想,设计
敲金击玉,敲金击石
塞责,唐塞
气冲霄汉,气冲斗牛
为非作歹,为非作恶
倾诉,倾吐
七擒七纵,七擒七纵
深计远虑,深思远虑
狐埋狐扬,狐埋狐搰
试吃,品尝
忽闪,闪烁
太息,叹气
属下,手下
特有,私有
文官,文吏
送往迎来,送去迎来
寒微,微贱
韩寿分香,韩寿偷香
启迪,启示
世态炎凉,酸甜苦辣
推陈出新,推陈致新
伸展,伸长
敲山振虎,敲山震虎
探伤,探测
玩具,玩物
识时达变,识时通变
申明,声名
求道于盲,问道于盲
审视,扫视
旁推侧引,旁指曲谕
说古谈今,说今道古
喝斥,呵责
同室操戈,祸起萧墙
推让,谦让
伤心,酸心
螳臂挡车,螳臂当车
田园,桑梓
黄口孺子,黄口小儿
思虑,思量
好奇,奇怪
清规戒律,三纲五常
缓急轻重,轻重缓急
顽劣,顽皮
画图,绘图
破壁飞去,画龙点睛
佩带,佩戴
私信,私函
气力,实力
其貌不扬,蛇头鼠眼
绘制,绘画
恶妻,泼妇
启动,驱动
慰藉,慰问
娶妻,受室
世代书香,书香门第
灰头土脸,灰头土面
无名小卒,无名英雄
恩赐,施舍
惋惜,惘然
田鸡,青蛙
失张失志,失张失致
